,Unnamed: 0.1,Unnamed: 0,Sukupuoli,Minkä ikäisenä opit neulomaan?,Kuka sinut opetti neulomaan?,Mitä seuraavista vaihtoehdoista neulot?,Missä neulot?,Neulotko yksin vai yhdessä?,Kuinka monta tuntia arviolta neulot viikossa?,Mitä neulominen sinulle merkitsee?,Paljonko käytät lankoihin keskimäärin rahaa kuukaudessa?,Minkä valmistajien lankoja ostat?,Valitse kolme tärkeintä ominaisuutta lankaa valitessa,Kenelle neulot?,Minkä vahvuisia lankoja käytät?,Mistä hankit neuleohjeesi?,Mitä seuraavista neulot mieluiten?,Mitä värejä käytät neuleissasi mieluiten?,Käytätkö ennemmin murrettuja vai kirkkaita sävyjä?,Mitä materiaaleja suosit neulelangoissa?,Mitä materiaaleja suosit neulepuikoissa?,Teetkö muita käsitöitä?,Teetkö neulonnan ohessa yleensä jotain seuraavista?,"Millaista ""neulesomea"" kulutat netissä?",xMinkä vahvuisia lankoja käytät?
1050,1050,1050,Nainen,9,Opettaja (koulussa tai kurssilla);Isoäiti,Sukkia/tossuja;Säärystimiä;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Neuletapahtumissa;Rannalla;Autossa,Yksin,10-19 tuntia,Rentoutumista;Itseilmaisua;Luovuutta,70 - 79 €,Alize;Katia;Lankava;Novita;Regia;Sandnes Garn;Lana grossa,Konepestävyys;Materiaali;Väri,Itselle;Perheelle;Sukulaisille;Ystäville,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Pitsineuletta;Palmikkoneuletta;Yksiväristä ilman pintakuvioita,"Sinistä;Vihreää;Punaista;Oranssia;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka;Silkki;Bambu;Pellava,Koivu;Bambu,Virkkaus,Katson televisiota,Instagram,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g)
1051,1051,1051,Nainen,8,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä,Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Puistossa;Rannalla;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa,Yksin,6-9 tuntia,"Rentoutumista;Itseilmaisua;Muistin ja toimintakyvyn ylläpitoa;Hyväntekeväisyyttä, toisten auttamista;Perinteen/taidon ylläpitoa",20 - 29 €,DROPS;Kaupunkilanka;Kotikulta;Lankava;MyHome;Novita,Hinta;Kotimaisuusaste;Materiaali,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);Aran (165–200 m / 100 g),Lehdistä;Netistä;Ystäviltä tai sukulaisilta;Omasta päästä,Pitsineuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Punaista;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Merinovilla,Koivu;Bambu,Ompelu,Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-sivut;Facebook-ryhmät;Youtube,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);Aran (160–200 m / 100 g)
1052,1052,1052,Nainen,8,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja,Kotona/vapaa-ajan asunnolla;Elokuvateatterissa (neulenäytös);Julkisessa liikenteessä;Puistossa;Rannalla;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa,Yksin;Perheen seurassa;Ystävien kesken,10-19 tuntia,Rentoutumista;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Perinteen/taidon ylläpitoa,10 - 19 €,Austermann;DROPS;Handu;Jalovilla;Katia;Lankava;Novita;Opal;Regia,Materiaali;Vahvuus;Väri,Itselle;Perheelle;Sukulaisille;Ystäville,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta;Yksiväristä ilman pintakuvioita,Sinistä;Oranssia,"Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla,Metalli,Virkkaus;Kudonta,Luen;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-ryhmät;Ravelry,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g)
1053,1053,1053,Nainen,25,Opettelin itse,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Elokuvateatterissa (neulenäytös);Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Puistossa;Rannalla;Autossa;Nuotiopaikoilla/laavulla/taukopaikalla;Odotustilassa (esim. terveyskeskus/virasto);Kampaajalla;Veneillessä;Neulekurssilla;Kirjastossa;Luennolla/Palaverissa,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,30-39 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa;Elinkeinoa/lisätuloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista;Perinteen/taidon ylläpitoa",90 - 99 €,Adlibris;DROPS;Istex;Katia;Kaupunkilanka;Kotikulta;Lankava;Novita;Sandnes Garn,Materiaali;Vahvuus;Väri,Itselle;Perheelle;Sukulaisille;Ystäville,Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta;Omasta päästä,Kirjoneuletta;Pitsineuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Vihreää;Punaista;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka;Silkki;Laama;Pellava,Metalli,Virkkaus;Puutyöt,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Youtube,Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g)
1054,1054,1054,Nainen,10,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla,Yksin,40 tuntia tai enemmän,"Rentoutumista;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,DROPS;Gjestal;Katia;Kaupunkilanka;Kotikulta;Lankava;MyHome;Novita,Hinta;Konepestävyys;Vahvuus,Itselle;Sukulaisille;Hyväntekeväisyyteen,DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Lehdistä;Netistä,Pitsineuletta;Palmikkoneuletta,Sinistä;Punaista,Kirkkaita ja neonvärejä,100% villa;Villasekoite;Merinovilla,Alumiini,Virkkaus;Ompelu;Askartelu,Kuuntelen radiota/musiikkia;Katson televisiota,Neulepodcastit;Facebook-ryhmät;Pinterest;Neuleblogit;Youtube,DK (220–270 m / 100 g);Worsted (205–240 m / 100 g)
1055,1055,1055,Nainen,7,Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Autossa;Odotustilassa (esim. terveyskeskus/virasto),Yksin;Perheen seurassa;Ystävien kesken,Tunnin tai vähemmän,"Rentoutumista;Luovuutta;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",Alle 10 €,Austermann;DROPS;Gjestal;Novita;Sandnes Garn;Viking Garn,Hinta;Materiaali;Väri,Itselle;Perheelle;Sukulaisille;Ystäville,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Lehdistä;Netistä;Ystäviltä tai sukulaisilta,Kirjoneuletta;Raitoja;Palmikkoneuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Pinkkiä;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka;Bambu,Metalli;Bambu;Muovi,Virkkaus;Ompelu,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-sivut;Facebook-ryhmät;Ravelry;Youtube,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
1056,1056,1056,Nainen,4,Äiti,Sukkia/tossuja;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa,Yksin,2-5 tuntia,Rentoutumista;Annan lahjoiksi,30 - 39 €,DROPS;Novita;Sandnes Garn,Materiaali;Vahvuus;Väri,Itselle;Perheelle;Ystäville;Hyväntekeväisyyteen,Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Palmikkoneuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,Sinistä;Vihreää;Oranssia,"Murrettuja, luonnonläheisiä sävyjä",Merinovilla;Alpakka;Silkki;Bambu;Pellava;Viskoosi/lyocell,Koivu;Metalli,Ompelu;Pitsinnypläys,Katson televisiota,Facebook-ryhmät,Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
1057,1057,1057,Nainen,10,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla,Yksin,6-9 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Tarpeeseen tekemistä,Alle 10 €,DROPS;Novita,Hinta;Konepestävyys;Materiaali,Itselle;Perheelle,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Lehdistä;Netistä,Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka,Koivu;Alumiini,Virkkaus,Katson televisiota;Keskityn vain neulomiseen,Instagram;Facebook-sivut;Facebook-ryhmät,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
1058,1058,1058,Nainen,10,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla,Yksin,6-9 tuntia,Rentoutumista;Luovuutta;uuden oppimista (uudet tekniikat),10 - 19 €,House;Kaupunkilanka;Kotikulta;MyHome,Hinta;Konepestävyys;Väri,Itselle;Perheelle,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Netistä;Omasta päästä,Palmikkoneuletta,Punaista,"Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Puuvilla;Bambu,Alumiini,Virkkaus;Kirjonta/ristipistot;Ompelu,Kuuntelen äänikirjaa;Katson televisiota,Facebook-ryhmät;Pinterest;Ravelry;Youtube,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
1059,1059,1059,Nainen,11,Opettaja (koulussa tai kurssilla);Äiti;Opettelin itse,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Autossa,Yksin,6-9 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,Kaupunkilanka;Kotikulta;Novita,Hinta;Kotimaisuusaste;Materiaali,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,DK (220–270 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Raitoja;Palmikkoneuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Punaista;Pinkkiä;Lilaa/violettia",Kirkkaita ja neonvärejä,100% villa;Villasekoite;Puuvilla,Koivu;Metalli,Virkkaus;Ompelu;Askartelu,Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest,DK (220–270 m / 100 g)
1060,1060,1060,Nainen,7,Äiti;Sisko,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja;Hameita/mekkoja,Kotona/vapaa-ajan asunnolla,Yksin;Perheen seurassa,6-9 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Eettisiä/ekologisia vaatteita;Perinteen/taidon ylläpitoa,60 - 69 €,DROPS;Istex;Lankava;Novita,Materiaali;Vahvuus;Väri,Itselle;Perheelle;Sukulaisille,Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Pitsineuletta;Toistuvaa pintakuviota,"Sinistä;Punaista;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Puuvilla;Merinovilla;Alpakka;Mohair;Silkki;Bambu;Pellava;Viskoosi/lyocell,Koivu;Metalli,Ompelu,Kuuntelen radiota/musiikkia;Luen;Kuuntelen äänikirjaa;Katson televisiota,Facebook-sivut;Facebook-ryhmät;Youtube,Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g)
1061,1061,1061,Nainen,10,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla,Yksin,40 tuntia tai enemmän,"Rentoutumista;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista;Perinteen/taidon ylläpitoa",10 - 19 €,House;Katia;Kotikulta;Lankava;MyHome;Novita;Pirtin Kehräämö;Tukuwool;Vuonue,Hinta;Vahvuus;Väri,Itselle;Perheelle;Sukulaisille;Hyväntekeväisyyteen;Myyntiin,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Raitoja;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite,Hiilikuitu,Virkkaus;Kirjonta/ristipistot;Macrame,Kuuntelen radiota/musiikkia;Luen;Kuuntelen äänikirjaa;Katson televisiota,Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
1062,1062,1062,Nainen,10,Isoäiti;Täti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla,Yksin,2-5 tuntia,Rentoutumista;Luovuutta,10 - 19 €,Istex;Kaupunkilanka;Kotikulta;Novita;Rva Silmusolmu;Sandnes Garn,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille;Ystäville,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Pitsineuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Sinistä","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka,Metalli;Hiilikuitu,Ompelu,Katson televisiota,Instagram;Facebook-ryhmät;Ravelry,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
1063,1063,1063,Nainen,7,Äiti;Isoäiti,Sukkia/tossuja;Säärystimiä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla,Yksin,6-9 tuntia,Rentoutumista;Luovuutta;Muistin ja toimintakyvyn ylläpitoa,10 - 19 €,DROPS;Kotikulta;Novita,Hinta;Materiaali;Vahvuus,Itselle;Perheelle,Fingering (365–450 m / 100 g),Netistä,Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Punaista;Oranssia;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Merinovilla;Alpakka,Metalli;Hiilikuitu;Alumiini,Ompelu,Kuuntelen radiota/musiikkia;Katson televisiota,Facebook-ryhmät,Fingering (360–450 m / 100 g)
1064,1064,1064,Nainen,8,Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Autossa,Yksin;Perheen seurassa,10-19 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Tarpeeseen tekemistä;Perinteen/taidon ylläpitoa,20 - 29 €,Austermann;DROPS;Gjestal;Novita;Opal;Regia;Sandnes Garn,Hinta;Konepestävyys;Materiaali,Itselle;Perheelle;Sukulaisille;Ystäville,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Raitoja;Pitsineuletta;Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Sinistä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka;Bambu,Koivu;Metalli,Virkkaus;Ompelu,Kuuntelen radiota/musiikkia;Katson televisiota,Instagram;Facebook-sivut;Facebook-ryhmät;Ravelry;Neuleblogit,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
1065,1065,1065,Nainen,9,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla,Yksin,20-29 tuntia,"Rentoutumista;Muistin ja toimintakyvyn ylläpitoa;Hyväntekeväisyyttä, toisten auttamista;Perinteen/taidon ylläpitoa",10 - 19 €,DROPS;House;Kaupunkilanka;Kotikulta;MyHome;Novita,Hinta;Materiaali;Väri,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen;Myyntiin,Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta,"Oranssia;Pinkkiä;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite,Metalli,Askartelu,Katson televisiota,Facebook-sivut;Pinterest;En mitään yllä olevista,Aran (160–200 m / 100 g)
1066,1066,1066,Nainen,16,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Odotustilassa (esim. terveyskeskus/virasto),Yksin;Neulekerhossa tai -kahvilassa,10-19 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Elinkeinoa/lisätuloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Perinteen/taidon ylläpitoa,70 - 79 €,"Austermann;Istex;Katia;Regia;Malabrigo, laines du nord, gedifra, Rowan…",Käsinvärjätty;Materiaali;Vastuullisuus,Itselle;Perheelle;Sukulaisille;Ystäville;Myyntiin,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Merinovilla;Alpakka;Mohair;Silkki;Jakki;Laama;Kashmir,Metalli;Bambu,Virkkaus;Ompelu,Kuuntelen radiota/musiikkia;Katson televisiota,Instagram;Facebook-ryhmät;Pinterest;Ravelry,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
1067,1067,1067,Nainen,7,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä);Pehmoeläimiä,Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Puistossa;Rannalla;Autossa;Luennolla/Palaverissa,Yksin;Ystävien kesken,10-19 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Sosiaalista kanssakäymistä, yhdessä oloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,Adlibris;Austermann;DROPS;Gjestal;Istex;Katia;Lankava;Novita;Pirtin Kehräämö;Viking Garn;Kotimaisia tilalankoja,Materiaali;Vastuullisuus;Väri,Itselle;Ystäville;Hyväntekeväisyyteen,Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Puuvilla;Merinovilla;Alpakka;Mohair;Bambu;Pellava;Viskoosi/lyocell,Koivu;Metalli,Virkkaus;Askartelu;Langanvärjäys,Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Facebook-sivut;Facebook-ryhmät;Ravelry;Youtube;WhatsApp,Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g)
1068,1068,1068,Nainen,9,Opettaja (koulussa tai kurssilla);Äiti;Isoäiti,Sukkia/tossuja;Pipoja/päähineitä;Neulepaitoja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Luennolla/Palaverissa,Yksin,6-9 tuntia,"Rentoutumista;Muistin ja toimintakyvyn ylläpitoa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista;Perinteen/taidon ylläpitoa",20 - 29 €,Adlibris;DROPS;Kaupunkilanka;Lankava;Novita;Sandnes Garn,Hinta;Materiaali;Väri,Itselle;Perheelle;Ystäville,Sport (275–360 m / 100 g),Lehdistä;Netistä,Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Vihreää;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Merinovilla;Alpakka;Mohair;Silkki;Bambu,Koivu;Metalli;Bambu,Virkkaus;Macrame;Askartelu,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-sivut;Facebook-ryhmät,Sport (270–360 m / 100 g)
1069,1069,1069,Nainen,10,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa;Paikallisen hostellin tiloissa kokoontuu neulekerho,Yksin;Ystävien kesken;Neulekerhossa tai -kahvilassa,2-5 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Tarpeeseen tekemistä,20 - 29 €,Istex;Novita,Hinta;Materiaali;Väri,Itselle;Perheelle,Aran (165–200 m / 100 g),Kirjoista;Netistä;Omasta päästä,Kirjoneuletta,Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Lilaa/violettia,"Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla,Koivu;Bambu,Ompelu;Puutyöt,Katson televisiota;Seurustelen ihmisten kanssa;Keskityn vain neulomiseen,Instagram;Facebook-ryhmät,Aran (160–200 m / 100 g)
1070,1070,1070,Nainen,13,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla,Yksin,10-19 tuntia,Rentoutumista,20 - 29 €,Adlibris;Kaupunkilanka;MyHome;Novita,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille;Ystäville,Aran (165–200 m / 100 g),City marketista,Kirjoneuletta,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Lilaa/violettia",Kirkkaita ja neonvärejä,Villasekoite;Puuvilla,Koivu;Bambu,Virkkaus;Kirjonta/ristipistot,Katson televisiota,En mitään yllä olevista,Aran (160–200 m / 100 g)
